,actual_y,estimated_y,error_of_y(actual_y-estimated_y),std_of_estimated_y
0,-131.99391806386703,-142.89159390313299,10.897675839265958,25.451111256692883
1,-155.78642476235387,-145.85247026353815,-9.933954498815723,25.431537513093804
2,-120.56599732486704,-139.82576742408875,19.25977009922171,25.419134563982983
3,-165.69505315901185,-149.68714773989328,-16.007905419118572,25.469271300310453
4,-163.36929420775624,-148.77334904819037,-14.595945159565872,25.411099022876872
5,-194.7677273357046,-155.2028889505604,-39.564838385144185,25.424864399028856
6,-196.2092245445774,-154.68061638073326,-41.528608163844154,25.41778955929397
7,-194.46735060535715,-154.91670711487228,-39.55064349048487,25.41872815174202
8,-150.610108510219,-146.03172561189734,-4.5783828983216495,25.436270368960297
9,-85.31496450043014,-132.98066173655644,47.665697236126306,25.42003421556036
10,-168.15904431446373,-149.11940646945635,-19.039637845007377,25.422248225227754
11,-116.4681052076292,-139.02410228021583,22.555997072586635,25.39792887891315
12,-148.89405091033302,-145.07593211209692,-3.8181187982360996,25.394381719907418
13,-168.61959588110605,-149.4736328933787,-19.14596298772736,25.509541279721446
14,-187.4676479386133,-153.4588039820353,-34.008843956578005,25.493947525873224
15,-142.5533640128042,-144.8331140096487,2.279749996844515,25.418606977450253
16,-171.02284523051833,-151.0833139224099,-19.939531308108428,25.421699258322295
17,-102.05250896695142,-137.2963076186063,35.243798651654885,25.413386163732568
18,-190.39405782381027,-154.3467572174902,-36.04730060632008,25.45194965005772
19,-112.7038434462737,-138.57533926140962,25.87149581513593,25.42412349882093
20,-122.9519648562873,-140.87439750321707,17.922432646929764,25.44118390257105
21,-113.0891534552078,-137.93133773209473,24.842184276886925,25.408002025400357
22,-112.02330448907595,-137.4318400349833,25.408535545907355,25.40895357524836
23,-185.79207987406767,-151.4842826773122,-34.30779719675547,25.393342657916442
24,-169.37393862270463,-148.54238822184234,-20.831550400862284,25.40320286353142
25,-161.45719280472767,-148.5092240921138,-12.947968712613857,25.497037476170163
26,-117.04504762886376,-138.85199607460277,21.80694844573901,25.397864793358508
27,-167.4631516067179,-148.33576607734386,-19.12738552937404,25.382402733437214
28,-125.05628457803094,-140.85453134179693,15.798246763765988,25.41959278684537
29,-158.69508005166696,-146.91699842913246,-11.7780816225345,25.40564448494464
30,-111.1984639670496,-138.32242865984045,27.12396469279085,25.42592033257006
31,-153.7794979684948,-146.5891782929928,-7.190319675501996,25.397839469346966
32,-165.04111204098623,-148.41441131951558,-16.626700721470655,25.39194877336227
33,-135.15880825774596,-143.96355006571875,8.804741807972789,25.45644029888862
34,-152.3221951357714,-146.23618794860838,-6.086007187163034,25.386112334211205
35,-146.4354686394832,-144.5106944569184,-1.9247741825647893,25.388500633625107
36,-182.8393030328158,-152.2712454096346,-30.568057623181204,25.411691190019788
37,-152.16774420581308,-145.6736218328424,-6.494122372970679,25.379088647305327
38,-107.15324637880954,-136.37936916996176,29.22612279115222,25.395971886909575
39,-126.99738966244016,-142.0319316029872,15.034541940547058,25.485938880295286
40,-129.64005419676116,-142.11301099721769,12.47295680045653,25.419695791051883
41,-151.29908618778035,-145.10270653300796,-6.196379654772386,25.400751422527236
42,-159.5567655252367,-147.2915856067925,-12.265179918444204,25.44043992547059
43,-189.4276691583668,-153.0877394434397,-36.33992971492711,25.395414166246535
44,-120.11540106333824,-139.38723636138747,19.271835298049226,25.40131933590251
45,-150.74760181296847,-146.33622910686248,-4.411372706105993,25.423368579475927
46,-105.18826461842116,-136.87953805919096,31.691273440769805,25.43883304599196
47,-109.55940121272111,-137.635300670659,28.075899457937894,25.424479030332108
48,-146.51468697202205,-145.52705262080804,-0.9876343512140124,25.39879867482828
49,-187.2173270241185,-153.6095161391887,-33.60781088492979,25.426461460664186
50,-169.68100768852145,-148.79694128035229,-20.88406640816916,25.476829595752154
51,-122.77130696775296,-139.98170868578026,17.2104017180273,25.419914555080183
52,-167.6447025934931,-149.48725296637863,-18.15744962711446,25.45832288218343
53,-120.05333916057332,-140.67639097489004,20.623051814316725,25.40723596322148
54,-116.87196580688308,-139.63578532731094,22.76381952042786,25.407477206752123
55,-165.49334385527868,-149.23003490415567,-16.26330895112301,25.41398725965369
56,-139.14995827420682,-144.33313051337362,5.183172239166794,25.425334717660878
57,-153.4606575497882,-146.3652305957027,-7.095426954085497,25.398020370868878
58,-169.3128346012692,-149.8306507731399,-19.48218382812931,25.432658170703604
59,-191.71614262873408,-152.0932468374473,-39.622895791286766,25.59817479266467
60,-106.96968808003966,-137.05806956287046,30.088381482830798,25.48730288990544
61,-151.88811100091348,-146.3345781687239,-5.553532832189575,25.43750167788385
62,-178.30713615528867,-150.50960776070255,-27.797528394586124,25.42977947115117
63,-109.4321754251306,-136.01139491102873,26.579219485898136,25.43597122184543
64,-129.93439080794488,-140.9653111746075,11.030920366662627,25.4366309831806
65,-110.37081579160906,-137.42411550341217,27.053299711803106,25.397302496437124
66,-130.56295765200375,-140.1879493899508,9.624991737947056,25.472963278468175
67,-115.99567047615848,-137.03691448826163,21.04124401210315,25.436477716306648
68,-129.17865123162971,-142.13933165099556,12.960680419365843,25.454184938077614
69,-151.25966965381969,-145.74382011201408,-5.515849541805608,25.5903372000838
70,-109.4333241547549,-137.58551439540932,28.15219024065442,25.41870572582293
71,-109.22022618299349,-136.6935179093231,27.47329172632962,25.46388911110291
72,-145.7589661770853,-144.13741507954276,-1.6215510975425502,25.410135458179692
73,-160.9761547050408,-147.79517982490708,-13.180974880133732,25.564222021867486
74,-116.38768428239044,-137.61489202516813,21.227207742777694,25.43853821783869
75,-146.78637589270306,-143.6872411847931,-3.0991347079099683,25.438958039256633
76,-88.24480435753351,-132.42421180797044,44.179407450436926,25.445421257072155
77,-137.6146388212002,-142.64074844194485,5.0261096207446485,25.415528513764574
78,-164.0994051259881,-148.71921878927733,-15.380186336710779,25.50325486350681
79,-121.50542871426882,-139.1006463075287,17.59521759325989,25.4196323043146
80,-139.0840774717665,-141.140219848181,2.056142376414499,25.4354145956347
81,-144.12069274208355,-142.9997856655916,-1.1209070764919602,25.38999346497869
82,-189.30834435847163,-151.43706414702535,-37.871280211446276,25.443138164676956
83,-92.50679295089554,-134.6921079812656,42.18531503037005,25.425419619463238
84,-157.60921660952323,-145.8827798446757,-11.726436764847534,25.435920569301175
85,-122.8565796167686,-139.08274990317105,16.22617028640245,25.397721807107033
86,-134.15933343542042,-141.2668116308514,7.107478195430986,25.420584300043434
87,-157.8553954367517,-145.31887950253383,-12.536515934217874,25.464096151020147
88,-140.3053224129439,-142.2762729187746,1.9709505058307002,25.409766207671968
89,-157.71451486885883,-144.85763712400384,-12.856877744854984,25.4430449749502
90,-146.59920912098374,-143.7118856168207,-2.8873235041630494,25.4193531501402
91,-108.73367606257658,-136.67713530257396,27.94345923999738,25.41562459290148
92,-158.66787372283673,-146.71206071306915,-11.955813009767581,25.42893001944062
